Cghs Rate List1500.00,,,,,,,
SNo.,Procedure Name,Speciality Classification,Tier,Facility,Ward,Cghs Code No.,Rate (?)
773,Composite - Occlusal Pit/Class I,Dental Procedure,TIER I,NABH,GENERAL WARD,DP028,500.00
774,Composite -Class I with buccal extension/Class II Class III/Class IV/Class VI/Diastema Closure/MOD,Dental Procedure,TIER I,NABH,GENERAL WARD,DP029,1000.00
775,RCT-Single Rooted tooth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP030,2000.00
776,RCT Multiple root and/ canal tooth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP031,3000.00
777,Re-RCT - Anterior,Dental Procedure,TIER I,NABH,GENERAL WARD,DP032,2500.00
778,Re-RCT - Posterior,Dental Procedure,TIER I,NABH,GENERAL WARD,DP033,3000.00
779,Medication -intracanal medicament (only lesion cases),Dental Procedure,TIER I,NABH,GENERAL WARD,DP034,500.00
780,Apicectomy-Single tooth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP035,2000.00
781,Apicectomy-Multiple tooth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP036,3000.00
782,Apexification with any bio-compatible material,Dental Procedure,TIER I,NABH,GENERAL WARD,DP037,2000.00
783,Root end resection and Retro grade filling,Dental Procedure,TIER I,NABH,GENERAL WARD,DP038,3000.00
784,Surgical - Apicectomy/ Periapical surgery without bone grafting,Dental Procedure,TIER I,NABH,GENERAL WARD,DP039,700.00
785,"Tissue Conditioning, Maxillary/Mandibular",Dental Procedure,TIER I,NABH,GENERAL WARD,DP040,300.00
786,Core build-up/ Post and Core - Custom made /Inlay/onlay,Dental Procedure,TIER I,NABH,GENERAL WARD,DP041,1500.00
787,Crown lengthening - Per Tooth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP042,500.00
788,Crown - PMMA Crown,Dental Procedure,TIER I,NABH,GENERAL WARD,DP043,1000.00
789,Crown - All Metal-Nickel Free,Dental Procedure,TIER I,NABH,GENERAL WARD,DP044,2000.00
790,Crown - Metal with Ceramic Facing,Dental Procedure,TIER I,NABH,GENERAL WARD,DP045,3000.00
791,Crown - Recementation,Dental Procedure,TIER I,NABH,GENERAL WARD,DP046,600.00
792,Crown - Removal,Dental Procedure,TIER I,NABH,GENERAL WARD,DP047,500.00
793,Odontoplasty /Enameloplasty,Dental Procedure,TIER I,NABH,GENERAL WARD,DP048,500.00
794,Pulpectomy (Anterior Tooth),Dental Procedure,TIER I,NABH,GENERAL WARD,DP049,2000.00
795,Pulpectomy (Posterior Tooth),Dental Procedure,TIER I,NABH,GENERAL WARD,DP050,3000.00
796,Pulpotomy,Dental Procedure,TIER I,NABH,GENERAL WARD,DP051,1000.00
797,Veneer - Ceramic paediatric,Dental Procedure,TIER I,NABH,GENERAL WARD,DP052,3000.00
798,Interceptive Orthodontic Treatment of the Primary Dentition/Transition Dentition,Dental Procedure,TIER I,NABH,GENERAL WARD,DP053,7000.00
799,Limited Orthodontic Treatment of the Primary Dentition,Dental Procedure,TIER I,NABH,GENERAL WARD,DP054,5000.00
800,Occlusion Analysis/Adjustment/Occlusal Equilibration,Dental Procedure,TIER I,NABH,GENERAL WARD,DP055,500.00
801,Tooth Splinting -General,Dental Procedure,TIER I,NABH,GENERAL WARD,DP056,1500.00
802,Splinting - Periodontally weak teeth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP057,1800.00
803,Night Guard,Dental Procedure,TIER I,NABH,GENERAL WARD,DP058,2000.00
804,Bridge/ Fixed Partial denture (per missing/ extracted tooth) metal crown,Dental Procedure,TIER I,NABH,GENERAL WARD,DP059,2000.00
805,Bridge/ Fixed Partial denture (per missing/ extracted tooth) metal crown with Ceramic facing,Dental Procedure,TIER I,NABH,GENERAL WARD,DP060,3000.00
806,Removable Partial Denture - Flexible Per Arch,Dental Procedure,TIER I,NABH,GENERAL WARD,DP061,7500.00
807,Removable Partial Denture - Cast Metal Up to 3 Teeth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP062,4000.00
808,Removable Partial Denture - Cast Metal (additional Per tooth),Dental Procedure,TIER I,NABH,GENERAL WARD,DP063,300.00
809,Removable Partial Denture - Acrylic Up to 3 teeth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP064,2000.00
810,Removable Partial Denture - Tooth Addition (per tooth),Dental Procedure,TIER I,NABH,GENERAL WARD,DP065,300.00
811,Add Clasp to existing Partial Denture,Dental Procedure,TIER I,NABH,GENERAL WARD,DP066,500.00
812,Add Tooth to existing Partial Denture,Dental Procedure,TIER I,NABH,GENERAL WARD,DP067,400.00
813,Tooth Supported Overdenture Per Arch,Dental Procedure,TIER I,NABH,GENERAL WARD,DP068,7500.00
814,Complete Denture - Per Arch,Dental Procedure,TIER I,NABH,GENERAL WARD,DP069,10000.00
815,Removable orthodontic appliance / Post Orthodontic R O A -per arch,Dental Procedure,TIER I,NABH,GENERAL WARD,DP070,2500.00
816,Fixed orthodontic per arch,Dental Procedure,TIER I,NABH,GENERAL WARD,DP071,15000.00
817,Space Maintainers - Fixed,Dental Procedure,TIER I,NABH,GENERAL WARD,DP072,4000.00
818,Minor Treatment to Control Habits-Removable Appliance Therapy,Dental Procedure,TIER I,NABH,GENERAL WARD,DP073,2500.00
819,Minor Treatment to Control Habits-Fixed Appliance Therapy,Dental Procedure,TIER I,NABH,GENERAL WARD,DP074,4000.00
820,Functional orthodontic appliance,Dental Procedure,TIER I,NABH,GENERAL WARD,DP075,6000.00
821,Feeding appliance for Cleft Palate,Dental Procedure,TIER I,NABH,GENERAL WARD,DP076,5000.00
822,Expansion plate,Dental Procedure,TIER I,NABH,GENERAL WARD,DP077,6500.00
823,Maxillofacial Prosthesis -Sal/auricular/orbital/Nasal/Palatal/facial lost/ Speech Aid,Dental Procedure,TIER I,NABH,GENERAL WARD,DP078,7000.00
824,Obturator Prosthesis - Surgical/Definitive/Modification,Dental Procedure,TIER I,NABH,GENERAL WARD,DP079,5000.00
825,Removal of - Lateral Exostosis/Torus Mandibularis/Torus Palatines/Surgical reduction of Osseous Tuberosity,Dental Procedure,TIER I,NABH,GENERAL WARD,DP080,3000.00
826,Sialolithotomy/Sialodocotomy/ Closure of Salivary Fistula,Dental Procedure,TIER I,NABH,GENERAL WARD,DP081,2000.00
827,Excision of Salivary gland,Dental Procedure,TIER I,NABH,GENERAL WARD,DP082,15000.00
828,Release of fibrous bands & grafting in (OSMF) treatment under GA,Dental Procedure,TIER I,NABH,GENERAL WARD,DP083,19000.00
829,Facial Space Abscess,Dental Procedure,TIER I,NABH,GENERAL WARD,DP084,5000.00
830,Partial Ostectomy / sequestrectomy for removal of non-vital bone,Dental Procedure,TIER I,NABH,GENERAL WARD,DP085,2000.00
831,Alveolus - Closed Reduction stabilization of Teeth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP086,4000.00
832,Alveolus - Open Reduction stabilization of Teeth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP087,6000.00
833,Arch bar fixation,Dental Procedure,TIER I,NABH,GENERAL WARD,DP088,5000.00
834,Oroantral Fistula closure,Dental Procedure,TIER I,NABH,GENERAL WARD,DP089,5000.00
835,"Osseous, Oste periosteal, or Cartilage graft of the Mandible or Maxilla - autogenous or non-autogenous bone graft",Dental Procedure,TIER I,NABH,GENERAL WARD,DP090,3000.00
836,Osteoplasty - for Orthognathic deformities/ Mandibular Rami/ Body of Mandible,Dental Procedure,TIER I,NABH,GENERAL WARD,DP091,28500.00
837,Maxilla - Closed Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP092,6000.00
838,Maxilla - Open Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP093,10000.00
839,Mandible - Closed Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP094,6000.00
840,Mandible - Open Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP095,10000.00
841,Cyst of Maxilla/mandible by enucleation/excision/marsupialization upto 4 cms under LA,Dental Procedure,TIER I,NABH,GENERAL WARD,DP096,5000.00
842,Cyst of Maxilla/mandible by enucleation/excision/marsupialization more than 4 cms under LA,Dental Procedure,TIER I,NABH,GENERAL WARD,DP097,6000.00
843,Cyst of Maxilla/mandible by enucleation/excision/marsupialization more than 4 cms under GA and admission,Dental Procedure,TIER I,NABH,GENERAL WARD,DP098,23750.00
844,Temporomandibular(TM) joint ankylosis- under GA/Open /Closed Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP099,19000.00
845,Segmental / Hemi Mandibulectomy with graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP100,23750.00
846,Segmental /Hemi Mandibulectomy without graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP101,19000.00
847,Sub-Total mandibulectomy with graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP102,33250.00
848,Sub-Total mandibulectomy without graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP103,28500.00
849,Maxillectomy/Mandibulectomy- Total with graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP104,33250.00
850,Maxillectomy/Mandibulectomy- Total without graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP105,28500.00
851,Maxillectomy- partial with graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP106,23750.00
852,Maxillectomy- partial without graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP107,19000.00
853,Malar and/or Zygomatic arch - Closed Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP108,6000.00
854,Malar and/or Zygomatic arch - Open Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP109,10000.00
855,Distraction osteogenesis of mandible or maxilla under GA,Dental Procedure,TIER I,NABH,GENERAL WARD,DP110,28500.00
856,Facial bones - Complicated Reduction with fixation,Dental Procedure,TIER I,NABH,GENERAL WARD,DP111,42750.00
857,Refraction with auto refraction - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI001,200.00
858,Indirect Ophthalmoscopy (Fundoscopy) - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI002,300.00
859,Orthoptic check-up- with synoptophore- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI003,200.00
860,Lees- charting or Hess- charting- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI004,300.00
861,Perimetry (Visual Field Testing) -Goldman- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI005,500.00
862,Perimetry /Humphrey Visual Field (HVF ) test- Automated- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI006,800.00
863,Fluorescein angiography for fundus or iris- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI007,2000.00
864,Indocyanine green angiography - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI008,2000.00
865,"Ultrasound A- Scan/optical biometry[lenstar, IOL master] - Both Eyes",Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI009,1000.00
866,Ultrasound B- Scan - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI010,500.00
867,Fundus Photo Test /disc photo for glaucoma- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI011,500.00
868,Corneal endothelial cell count with specular microscopy- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI012,600.00
869,Corneal topography /pentacam- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI013,2000.00
870,Corneal pachymetry (corneal thickness)/ CCT - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI014,530.00
871,OCT (Optical Coherence Tomography) /Ocular OCT Angiography - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI015,2100.00
872,UBM- Ultrasound bio microscopy- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI016,1000.00
873,Non Contact tonometry (NCT) - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI017,150.00
874,IOP measurement with Schiotz - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI018,100.00
875,IOP measurement with applanation tonometry - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI019,200.00
876,Diurnal variation of IOP - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI020,1500.00
877,90 D lens examination/Three mirror examination for retina - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI021,150.00
878,Gonioscopy- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI022,300.00
879,EOG- Electrooculogram - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI023,2070.00
880,ERG- Electroretinogram- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI024,1800.00
881,VEP- visually evoked potential - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI025,1800.00
882,X Ray orbit -Bilateral,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI026,350.00
883,Dacryocystography - Bilateral,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI027,2000.00
884,Orbital Angiographical Studies - Bilateral,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI028,5000.00
885,Neostigmine test - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI029,5000.00
886,Lipi View One Eye,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI030,900.00
887,Lipi View Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI031,1500.00
888,Schirmer Test,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI032,300.00
889,Vitreous biopsy per eye,Ophthalmology Biopsy,TIER I,NABH,GENERAL WARD,OI033,5000.00
890,Subconjunctival/sub-tenon-s injections in one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP001,500.00
891,Subconjunctival/sub-tenon-s injections in both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP002,800.00
892,Pterygium surgery with auto conjunctival graft per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP003,13400.00
893,Conjunctival Peritomy per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP004,1500.00
894,Conjunctival wound repair or exploration following blunt trauma per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP005,8500.00
895,Removal of corneal foreign body,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP006,400.00
896,Cauterization of ulcer/subconjunctival injection in one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP007,500.00
897,Cauterization of ulcer/subconjunctival injection in both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP008,800.00
898,Corneal grafting-Penetrating keratoplasty per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP009,19000.00
899,Bandage contact lenses for corneal perforation/PED per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP010,2000.00
900,Scleral grafting or conjunctival flap for corneal perforation per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP011,8500.00
901,Keratoconus correction with therapeutic contact lenses - Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP012,8500.00
902,Ultraviolet (UV) radiation for cross-linking for keratoconus /C3R/KXL - Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP013,20000.00
903,EDTA for band shaped keratopathy - Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP014,3000.00
904,Arcuate keratotomy for astigmatism /Limbal Relaxing Incision - Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP015,6800.00
905,Re-suturing (Primary suturing) of corneal wound per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP016,5000.00
906,Penetrating keratoplasty with glaucoma surgery per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP017,33250.00
907,Penetrating keratoplasty with vitrectomy per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP018,33250.00
908,Penetrating keratoplasty with IOL implantation per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP019,33250.00
909,DALK- Deep anterior lamellar keratoplasty per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP020,40850.00
910,Keratoprosthesis stage I and II per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP021,40850.00
911,DSAEK Descemet-s stripping automated endothelial keratoplasty/DMEK-Descemet membrane endothelial keratoplasty per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP022,40850.00
912,ALTK- Automated lamellar therapeutic keratoplasty per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP023,40850.00
913,Bleb repair with conjunctival autograft per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP024,14250.00
914,Bleb compression sutures per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP025,7000.00
915,Bleb needling with MMC/5-FU per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP026,8000.00
916,Probing and Syringing of lacrimal sac- in one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP027,1000.00
917,Probing and Syringing of lacrimal sac- in both eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP028,1500.00
918,Dacryocystorhinostomy-Plain,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP029,12730.00
919,Dacryocystorhinostomy-Plain with intubation and/or with lacrimal implants excluding the cost of implant per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP030,19000.00
920,Dacryocystorhinostomy-conjunctival with implant excluding the cost of implant per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP031,19000.00
921,Canaliculoplasty per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP032,5290.00
922,Dacryocystectomy per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP033,9200.00
923,Punctal plugs for dry eyes - Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP034,450.00
924,Chalazion incision and curettage in one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP035,2000.00
925,Chalazion incision and curettage in both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP036,3000.00
926,Ptosis surgery with Fasanella-Servat procedure /Ptosis surgery with LPS resection one lid Ptosis surgery with Sling surgery one lid,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP037,19000.00
927,Ectropion surgery- one lid,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP038,8500.00
928,Ectropion surgery- both lids,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP039,13400.00
929,Epicanthus correction - Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP040,8075.00
930,Cantholysis and canthotomy- Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP041,3500.00
931,Entropion surgery- one lid,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP042,8500.00
932,Entropion surgery- both lids,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP043,13400.00
933,Tarsorrhaphy- Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP044,3000.00
934,Suturing of lid lacerations- Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP045,5000.00
935,Lid retraction repair per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP046,8500.00
936,Concretions removal- Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP047,500.00
937,Bucket handle procedure for lid tumours per eye (for non-malignant conditions),Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP048,12730.00
938,Eyelid reconstruction with flap one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP049,19000.00
939,Eyelid reconstruction with flap both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP050,23750.00
940,Cheek rotation flap for lid tumours per eye (for non-malignant conditions),Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP051,19000.00
941,Orbitotomy per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP052,26125.00
942,Enucleation per eye(for non-malignant conditions),Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP053,12730.00
943,Enucleation with orbital implants and artificial (Cost of implants included) per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP054,19000.00
944,Evisceration per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP055,13400.00
945,Evisceration with orbital implants and artificial (Cost of implants included) prosthesis per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP056,19000.00
946,Telecanthus correction- Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP057,12730.00
947,Orbital decompression /with incision or excision biopsy per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP058,33250.00
948,Exenteration per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP059,19000.00
949,Exenteration with skin grafting per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP060,33250.00
950,Fracture orbital repair per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP061,33250.00
951,"Retinal laser procedures -green laser for PRP,retinal tears, ROP,endolaser per eye",Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP062,3500.00
952,Retinal detachment surgery (RDS) per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP063,26125.00
953,Retinal detachment surgery (RDS) with scleral buckling per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP064,33250.00
